"Priority","Area","FilePath","ItemKey","FieldName","CurrentValue","RequiredState","Reason"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_output_verification_queue.csv","","VerifiedBy","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_output_verification_queue.csv","","VerifiedBy","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_output_verification_queue.csv","","VerifiedBy","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_output_verification_queue.csv","","VerifiedBy","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_readiness_decision_log.csv","","DecisionDate","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_readiness_decision_log.csv","","DecisionDate","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_readiness_decision_log.csv","","DecisionDate","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_readiness_decision_log.csv","","DecisionDate","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_readiness_decision_log.csv","","DecisionDate","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_readiness_decision_log.csv","","DecisionDate","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_readiness_decision_log.csv","","DecisionStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_readiness_decision_log.csv","","DecisionStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_readiness_decision_log.csv","","DecisionStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_readiness_decision_log.csv","","DecisionStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_readiness_decision_log.csv","","DecisionStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_readiness_decision_log.csv","","DecisionStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_readiness_rollup.csv","","ExecutionStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_readiness_rollup.csv","","ExecutionStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_readiness_rollup.csv","","ExecutionStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_readiness_rollup.csv","","ExecutionStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_readiness_rollup.csv","","ExecutionStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_readiness_rollup.csv","","ExecutionStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_readiness_rollup.csv","","OutputExists","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_readiness_rollup.csv","","OutputExists","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_readiness_rollup.csv","","OutputExists","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_readiness_rollup.csv","","OutputExists","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_readiness_rollup.csv","","OutputExists","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_readiness_rollup.csv","","OutputExists","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_readiness_rollup.csv","","ReadinessStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_readiness_rollup.csv","","ReadinessStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_readiness_rollup.csv","","ReadinessStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_readiness_rollup.csv","","ReadinessStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_readiness_rollup.csv","","ReadinessStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\kids_snapshot_readiness_rollup.csv","","ReadinessStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\machine_patch_blocker_register.csv","TBD","Item","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\machine_patch_blocker_register.csv","TBD","Item","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\open_bundle_population_audit.csv","CleanUnresolvedSummary","MissingFields","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\open_bundle_population_audit.csv","CleanUnresolvedSummary","MissingFields","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\open_bundle_population_audit.csv","ClosureReport","MissingFields","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\open_bundle_population_audit.csv","ClosureReport","MissingFields","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\open_bundle_population_audit.csv","FinalHeadReference","MissingFields","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\open_bundle_population_audit.csv","FinalHeadReference","MissingFields","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\open_bundle_population_audit.csv","FinalTagReference","MissingFields","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\open_bundle_population_audit.csv","FinalTagReference","MissingFields","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\open_bundle_population_audit.csv","TBD","Item","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\open_bundle_population_audit.csv","TBD","Item","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\unresolved_exact_source_gap_register.csv","TBD","Item","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_gate_rollup_2026-04-13","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_gate_rollup_2026-04-13\unresolved_exact_source_gap_register.csv","TBD","Item","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_snapshots_2026-04-14","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_snapshots_2026-04-14\apply_snapshot_area_checklist.csv","","ChecklistStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_snapshots_2026-04-14","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_snapshots_2026-04-14\apply_snapshot_area_checklist.csv","","ChecklistStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_snapshots_2026-04-14","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_snapshots_2026-04-14\apply_snapshot_area_checklist.csv","","ChecklistStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_snapshots_2026-04-14","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_snapshots_2026-04-14\apply_snapshot_area_checklist.csv","","ChecklistStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_snapshots_2026-04-14","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_snapshots_2026-04-14\apply_snapshot_area_checklist.csv","","ChecklistStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_snapshots_2026-04-14","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_snapshots_2026-04-14\apply_snapshot_area_checklist.csv","","ChecklistStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_snapshots_2026-04-14","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_snapshots_2026-04-14\apply_snapshot_execution_template.csv","","ExecutionStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_snapshots_2026-04-14","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_snapshots_2026-04-14\apply_snapshot_execution_template.csv","","ExecutionStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_snapshots_2026-04-14","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_snapshots_2026-04-14\apply_snapshot_execution_template.csv","","ExecutionStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_snapshots_2026-04-14","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_snapshots_2026-04-14\apply_snapshot_execution_template.csv","","ExecutionStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_snapshots_2026-04-14","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_snapshots_2026-04-14\apply_snapshot_execution_template.csv","","ExecutionStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_snapshots_2026-04-14","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_snapshots_2026-04-14\apply_snapshot_execution_template.csv","","ExecutionStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_snapshots_2026-04-14","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_snapshots_2026-04-14\apply_snapshot_run_log.csv","","RunDate","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_snapshots_2026-04-14","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_snapshots_2026-04-14\apply_snapshot_run_log.csv","","RunDate","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_snapshots_2026-04-14","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_snapshots_2026-04-14\apply_snapshot_run_log.csv","","RunDate","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_snapshots_2026-04-14","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_snapshots_2026-04-14\apply_snapshot_run_log.csv","","RunDate","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_snapshots_2026-04-14","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_snapshots_2026-04-14\apply_snapshot_run_log.csv","","RunDate","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_snapshots_2026-04-14","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_snapshots_2026-04-14\apply_snapshot_run_log.csv","","RunDate","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_snapshots_2026-04-14","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_snapshots_2026-04-14\apply_snapshot_run_log.csv","","RunStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_snapshots_2026-04-14","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_snapshots_2026-04-14\apply_snapshot_run_log.csv","","RunStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_snapshots_2026-04-14","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_snapshots_2026-04-14\apply_snapshot_run_log.csv","","RunStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_snapshots_2026-04-14","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_snapshots_2026-04-14\apply_snapshot_run_log.csv","","RunStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_snapshots_2026-04-14","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_snapshots_2026-04-14\apply_snapshot_run_log.csv","","RunStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","apply_snapshots_2026-04-14","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\apply_snapshots_2026-04-14\apply_snapshot_run_log.csv","","RunStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","restore_manifest_2026-04-15","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\restore_manifest_2026-04-15\kids_missing_source_restore_check.csv","06_ux_qa","PathChecked","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","restore_manifest_2026-04-15","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\restore_manifest_2026-04-15\kids_missing_source_restore_check.csv","ApprovalRecord","PathChecked","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","restore_manifest_2026-04-15","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\restore_manifest_2026-04-15\kids_missing_source_restore_check.csv","GovernancePackNotes","PathChecked","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","restore_manifest_2026-04-15","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\restore_manifest_2026-04-15\kids_missing_source_restore_check.csv","GovernanceReleaseWaveLegacyCrossAge","PathChecked","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","restore_manifest_2026-04-15","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\restore_manifest_2026-04-15\kids_missing_source_restore_check.csv","RoadmapFacingSourceDocs","PathChecked","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","restore_manifest_2026-04-15","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\restore_manifest_2026-04-15\kids_missing_source_restore_created.csv","06_ux_qa","ExactPath","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","restore_manifest_2026-04-15","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\restore_manifest_2026-04-15\kids_missing_source_restore_created.csv","ApprovalRecord","ExactPath","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","restore_manifest_2026-04-15","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\restore_manifest_2026-04-15\kids_missing_source_restore_created.csv","GovernancePackNotes","ExactPath","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","restore_manifest_2026-04-15","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\restore_manifest_2026-04-15\kids_missing_source_restore_created.csv","GovernanceReleaseWaveLegacyCrossAge","ExactPath","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","restore_manifest_2026-04-15","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\restore_manifest_2026-04-15\kids_missing_source_restore_created.csv","RoadmapFacingSourceDocs","ExactPath","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","restore_manifest_2026-04-15","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\restore_manifest_2026-04-15\kids_missing_source_restore_manifest.csv","06_ux_qa","CandidatePath","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","restore_manifest_2026-04-15","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\restore_manifest_2026-04-15\kids_missing_source_restore_manifest.csv","ApprovalRecord","CandidatePath","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","restore_manifest_2026-04-15","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\restore_manifest_2026-04-15\kids_missing_source_restore_manifest.csv","GovernancePackNotes","CandidatePath","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","restore_manifest_2026-04-15","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\restore_manifest_2026-04-15\kids_missing_source_restore_manifest.csv","GovernanceReleaseWaveLegacyCrossAge","CandidatePath","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","restore_manifest_2026-04-15","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\restore_manifest_2026-04-15\kids_missing_source_restore_manifest.csv","RoadmapFacingSourceDocs","CandidatePath","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","restore_manifest_2026-04-15","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\restore_manifest_2026-04-15\kids_missing_source_restore_pending.csv","06_ux_qa","CandidatePath","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","restore_manifest_2026-04-15","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\restore_manifest_2026-04-15\kids_missing_source_restore_pending.csv","06_ux_qa","RestoreStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","restore_manifest_2026-04-15","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\restore_manifest_2026-04-15\kids_missing_source_restore_pending.csv","ApprovalRecord","CandidatePath","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","restore_manifest_2026-04-15","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\restore_manifest_2026-04-15\kids_missing_source_restore_pending.csv","ApprovalRecord","RestoreStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","restore_manifest_2026-04-15","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\restore_manifest_2026-04-15\kids_missing_source_restore_pending.csv","GovernancePackNotes","CandidatePath","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","restore_manifest_2026-04-15","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\restore_manifest_2026-04-15\kids_missing_source_restore_pending.csv","GovernancePackNotes","RestoreStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","restore_manifest_2026-04-15","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\restore_manifest_2026-04-15\kids_missing_source_restore_pending.csv","GovernanceReleaseWaveLegacyCrossAge","CandidatePath","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","restore_manifest_2026-04-15","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\restore_manifest_2026-04-15\kids_missing_source_restore_pending.csv","GovernanceReleaseWaveLegacyCrossAge","RestoreStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","restore_manifest_2026-04-15","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\restore_manifest_2026-04-15\kids_missing_source_restore_pending.csv","RoadmapFacingSourceDocs","CandidatePath","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","restore_manifest_2026-04-15","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\restore_manifest_2026-04-15\kids_missing_source_restore_pending.csv","RoadmapFacingSourceDocs","RestoreStatus","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","tracker_refresh_2026-04-12","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\tracker_refresh_2026-04-12\tracker_apply_precheck.csv","","ApplyReady","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","tracker_refresh_2026-04-12","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\tracker_refresh_2026-04-12\tracker_apply_precheck.csv","","ApplyReady","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","tracker_refresh_2026-04-12","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\tracker_refresh_2026-04-12\tracker_apply_precheck.csv","","ApplyReady","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","tracker_refresh_2026-04-12","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\tracker_refresh_2026-04-12\tracker_apply_precheck.csv","","ApplyReady","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","tracker_refresh_2026-04-12","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\tracker_refresh_2026-04-12\tracker_apply_precheck.csv","","SelectedPath","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","tracker_refresh_2026-04-12","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\tracker_refresh_2026-04-12\tracker_apply_precheck.csv","","SelectedPath","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","tracker_refresh_2026-04-12","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\tracker_refresh_2026-04-12\tracker_apply_precheck.csv","","SelectedPath","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","tracker_refresh_2026-04-12","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\tracker_refresh_2026-04-12\tracker_apply_precheck.csv","","SelectedPath","TBD","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","tracker_refresh_2026-04-12","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\tracker_refresh_2026-04-12\tracker_apply_precheck.csv","","SnapshotReady","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","tracker_refresh_2026-04-12","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\tracker_refresh_2026-04-12\tracker_apply_precheck.csv","","SnapshotReady","PENDING","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","tracker_refresh_2026-04-12","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\00_control\tracker_refresh_2026-04-12\tracker_apply_precheck.csv","","SnapshotReady","PENDING","Concrete non-placeholder value","Open non-blocked field"
