"FilePath","LineNumber","Keyword","Snippet","RecommendedAction"
"frontend/src/ui/mindlab_kids_certified_puzzle_15.js","6","KIDS_REFERENCE","host.innerHTML = '<div class=""mindlab-kids-puzzle"">' +","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_certified_puzzle_15.js","24","KIDS_REFERENCE","module.exports = { renderCertifiedKidsPuzzle15 };","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_certified_puzzle_16.js","1","KIDS_REFERENCE","function renderCertifiedKidsPuzzle16(containerId) {","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_certified_puzzle_16.js","6","KIDS_REFERENCE","host.innerHTML = '<div class=""mindlab-kids-puzzle"">' +","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_certified_puzzle_16.js","24","KIDS_REFERENCE","module.exports = { renderCertifiedKidsPuzzle16 };","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_certified_puzzle_17.js","1","KIDS_REFERENCE","function renderCertifiedKidsPuzzle17(containerId) {","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_certified_puzzle_17.js","6","KIDS_REFERENCE","host.innerHTML = '<div class=""mindlab-kids-puzzle"">' +","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_certified_puzzle_17.js","24","KIDS_REFERENCE","module.exports = { renderCertifiedKidsPuzzle17 };","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_certified_puzzle_18.js","1","KIDS_REFERENCE","function renderCertifiedKidsPuzzle18(containerId) {","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_certified_puzzle_18.js","6","KIDS_REFERENCE","host.innerHTML = '<div class=""mindlab-kids-puzzle"">' +","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_certified_puzzle_18.js","24","KIDS_REFERENCE","module.exports = { renderCertifiedKidsPuzzle18 };","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_certified_puzzle_19.js","1","KIDS_REFERENCE","function renderCertifiedKidsPuzzle19(containerId) {","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_certified_puzzle_19.js","6","KIDS_REFERENCE","host.innerHTML = '<div class=""mindlab-kids-puzzle"">' +","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_certified_puzzle_19.js","24","KIDS_REFERENCE","module.exports = { renderCertifiedKidsPuzzle19 };","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_certified_puzzle_20.js","1","KIDS_REFERENCE","function renderCertifiedKidsPuzzle20(containerId) {","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_certified_puzzle_20.js","6","KIDS_REFERENCE","host.innerHTML = '<div class=""mindlab-kids-puzzle"">' +","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_certified_puzzle_20.js","24","KIDS_REFERENCE","module.exports = { renderCertifiedKidsPuzzle20 };","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_certified_puzzle_21.js","1","KIDS_REFERENCE","function renderCertifiedKidsPuzzle21(containerId) {","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_certified_puzzle_21.js","6","KIDS_REFERENCE","host.innerHTML = '<div class=""mindlab-kids-puzzle"">' +","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_certified_puzzle_21.js","24","KIDS_REFERENCE","module.exports = { renderCertifiedKidsPuzzle21 };","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_certified_puzzle_22.js","1","KIDS_REFERENCE","function renderCertifiedKidsPuzzle22(containerId) {","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_certified_puzzle_22.js","6","KIDS_REFERENCE","host.innerHTML = '<div class=""mindlab-kids-puzzle"">' +","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_certified_puzzle_22.js","24","KIDS_REFERENCE","module.exports = { renderCertifiedKidsPuzzle22 };","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_certified_puzzle_23.js","1","KIDS_REFERENCE","function renderCertifiedKidsPuzzle23(containerId) {","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_certified_puzzle_23.js","6","KIDS_REFERENCE","host.innerHTML = '<div class=""mindlab-kids-puzzle"">' +","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_certified_puzzle_23.js","24","KIDS_REFERENCE","module.exports = { renderCertifiedKidsPuzzle23 };","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_certified_puzzle_24.js","1","KIDS_REFERENCE","function renderCertifiedKidsPuzzle24(containerId) {","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_certified_puzzle_24.js","6","KIDS_REFERENCE","host.innerHTML = '<div class=""mindlab-kids-puzzle"">' +","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_certified_puzzle_24.js","24","KIDS_REFERENCE","module.exports = { renderCertifiedKidsPuzzle24 };","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_certified_puzzle_25.js","1","KIDS_REFERENCE","function renderCertifiedKidsPuzzle25(containerId) {","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_certified_puzzle_25.js","6","KIDS_REFERENCE","host.innerHTML = '<div class=""mindlab-kids-puzzle"">' +","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_certified_puzzle_25.js","24","KIDS_REFERENCE","module.exports = { renderCertifiedKidsPuzzle25 };","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_first_puzzle.js","1","KIDS_REFERENCE","function renderKidsFirstPuzzle(containerId) {","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_first_puzzle.js","4","KIDS_REFERENCE","throw new Error(""Kids first puzzle host not found."");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_first_puzzle.js","8","KIDS_REFERENCE","<div class=""mindlab-kids-puzzle"">","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_first_puzzle.js","13","KIDS_REFERENCE","<div id=""mindlab-kids-feedback""></div>","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_first_puzzle.js","17","KIDS_REFERENCE","const feedback = host.querySelector(""#mindlab-kids-feedback"");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_first_puzzle.js","28","KIDS_REFERENCE","module.exports = { renderKidsFirstPuzzle };","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_game_flow.js","1","KIDS_REFERENCE","import { trackProgress } from ""./mindlab_kids_progress.js"";","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_game_flow.js","3","KIDS_REFERENCE","export function startMindLabKidsGame(containerId) {","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_game_flow.js","11","KIDS_REFERENCE","const fnName = ""renderCertifiedKidsPuzzle"" + String(index).padStart(2, ""0"");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_main.js","1","KIDS_REFERENCE","import { startMindLabKidsGame } from ""./mindlab_kids_game_flow.js"";","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_main.js","4","KIDS_REFERENCE","startMindLabKidsGame(""app"");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_mode_shell.js","1","KIDS_REFERENCE","function renderKidsModeShell(containerId) {","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_mode_shell.js","4","KIDS_REFERENCE","throw new Error(""Kids mode shell host not found."");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_mode_shell.js","8","KIDS_REFERENCE","<section class=""mindlab-kids-mode"">","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_mode_shell.js","9","KIDS_REFERENCE","<h1>MindLab Kids Mode</h1>","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_mode_shell.js","11","KIDS_REFERENCE","<div id=""mindlab-kids-puzzle-host""></div>","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_mode_shell.js","12","KIDS_REFERENCE","<button id=""mindlab-kids-retry-button"" type=""button"">Retry</button>","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_mode_shell.js","18","KIDS_REFERENCE","module.exports = { renderKidsModeShell };","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_progress.js","3","KIDS_REFERENCE","const key = ""mindlab_kids_progress"";","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_progress.js","4","AGE_MODE_REFERENCE","const data = JSON.parse(localStorage.getItem(key) || ""{}"");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_progress.js","8","AGE_MODE_REFERENCE","localStorage.setItem(key, JSON.stringify(data));","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_02.js","1","KIDS_REFERENCE","function renderKidsPuzzle02(containerId) {","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_02.js","4","KIDS_REFERENCE","throw new Error(""Kids puzzle 02 host not found."");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_02.js","8","KIDS_REFERENCE","<div class=""mindlab-kids-puzzle"">","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_02.js","13","KIDS_REFERENCE","<div id=""mindlab-kids-puzzle-02-feedback""></div>","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_02.js","17","KIDS_REFERENCE","const feedback = host.querySelector(""#mindlab-kids-puzzle-02-feedback"");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_02.js","28","KIDS_REFERENCE","module.exports = { renderKidsPuzzle02 };","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_03.js","1","KIDS_REFERENCE","function renderKidsPuzzle03(containerId) {","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_03.js","4","KIDS_REFERENCE","throw new Error(""Kids puzzle 03 host not found."");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_03.js","8","KIDS_REFERENCE","<div class=""mindlab-kids-puzzle"">","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_03.js","13","KIDS_REFERENCE","<div id=""mindlab-kids-puzzle-03-feedback""></div>","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_03.js","17","KIDS_REFERENCE","const feedback = host.querySelector(""#mindlab-kids-puzzle-03-feedback"");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_03.js","28","KIDS_REFERENCE","module.exports = { renderKidsPuzzle03 };","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_04.js","1","KIDS_REFERENCE","function renderKidsPuzzle04(containerId) {","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_04.js","4","KIDS_REFERENCE","throw new Error(""Kids puzzle 04 host not found."");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_04.js","8","KIDS_REFERENCE","<div class=""mindlab-kids-puzzle"">","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_04.js","13","KIDS_REFERENCE","<div id=""mindlab-kids-puzzle-04-feedback""></div>","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_04.js","17","KIDS_REFERENCE","const feedback = host.querySelector(""#mindlab-kids-puzzle-04-feedback"");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_04.js","28","KIDS_REFERENCE","module.exports = { renderKidsPuzzle04 };","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_05.js","1","KIDS_REFERENCE","function renderKidsPuzzle05(containerId) {","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_05.js","4","KIDS_REFERENCE","throw new Error(""Kids puzzle 05 host not found."");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_05.js","8","KIDS_REFERENCE","<div class=""mindlab-kids-puzzle"">","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_05.js","13","KIDS_REFERENCE","<div id=""mindlab-kids-puzzle-05-feedback""></div>","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_05.js","17","KIDS_REFERENCE","const feedback = host.querySelector(""#mindlab-kids-puzzle-05-feedback"");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_05.js","28","KIDS_REFERENCE","module.exports = { renderKidsPuzzle05 };","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_06.js","1","KIDS_REFERENCE","function renderKidsPuzzle06(containerId) {","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_06.js","4","KIDS_REFERENCE","throw new Error(""Kids puzzle 06 host not found."");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_06.js","8","KIDS_REFERENCE","<div class=""mindlab-kids-puzzle"">","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_06.js","13","KIDS_REFERENCE","<div id=""mindlab-kids-puzzle-06-feedback""></div>","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_06.js","17","KIDS_REFERENCE","const feedback = host.querySelector(""#mindlab-kids-puzzle-06-feedback"");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_06.js","28","KIDS_REFERENCE","module.exports = { renderKidsPuzzle06 };","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_07.js","1","KIDS_REFERENCE","function renderKidsPuzzle07(containerId) {","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_07.js","4","KIDS_REFERENCE","throw new Error(""Kids puzzle 07 host not found."");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_07.js","8","KIDS_REFERENCE","<div class=""mindlab-kids-puzzle"">","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_07.js","13","KIDS_REFERENCE","<div id=""mindlab-kids-puzzle-07-feedback""></div>","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_07.js","17","KIDS_REFERENCE","const feedback = host.querySelector(""#mindlab-kids-puzzle-07-feedback"");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_07.js","28","KIDS_REFERENCE","module.exports = { renderKidsPuzzle07 };","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_08.js","1","KIDS_REFERENCE","function renderKidsPuzzle08(containerId) {","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_08.js","4","KIDS_REFERENCE","throw new Error(""Kids puzzle 08 host not found."");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_08.js","8","KIDS_REFERENCE","<div class=""mindlab-kids-puzzle"">","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_08.js","13","KIDS_REFERENCE","<div id=""mindlab-kids-puzzle-08-feedback""></div>","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_08.js","17","KIDS_REFERENCE","const feedback = host.querySelector(""#mindlab-kids-puzzle-08-feedback"");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_08.js","28","KIDS_REFERENCE","module.exports = { renderKidsPuzzle08 };","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_09.js","1","KIDS_REFERENCE","function renderKidsPuzzle09(containerId) {","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_09.js","4","KIDS_REFERENCE","throw new Error(""Kids puzzle 09 host not found."");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_09.js","8","KIDS_REFERENCE","<div class=""mindlab-kids-puzzle"">","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_09.js","13","KIDS_REFERENCE","<div id=""mindlab-kids-puzzle-09-feedback""></div>","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_09.js","17","KIDS_REFERENCE","const feedback = host.querySelector(""#mindlab-kids-puzzle-09-feedback"");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_09.js","28","KIDS_REFERENCE","module.exports = { renderKidsPuzzle09 };","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_10.js","1","KIDS_REFERENCE","function renderKidsPuzzle10(containerId) {","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_10.js","4","KIDS_REFERENCE","throw new Error(""Kids puzzle 10 host not found."");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_10.js","8","KIDS_REFERENCE","<div class=""mindlab-kids-puzzle"">","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_10.js","13","KIDS_REFERENCE","<div id=""mindlab-kids-puzzle-10-feedback""></div>","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_10.js","17","KIDS_REFERENCE","const feedback = host.querySelector(""#mindlab-kids-puzzle-10-feedback"");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_10.js","28","KIDS_REFERENCE","module.exports = { renderKidsPuzzle10 };","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_11.js","1","KIDS_REFERENCE","function renderKidsPuzzle11(containerId) {","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_11.js","4","KIDS_REFERENCE","throw new Error(""Kids puzzle 11 host not found."");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_11.js","8","KIDS_REFERENCE","<div class=""mindlab-kids-puzzle"">","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_11.js","13","KIDS_REFERENCE","<div id=""mindlab-kids-puzzle-11-feedback""></div>","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_11.js","17","KIDS_REFERENCE","const feedback = host.querySelector(""#mindlab-kids-puzzle-11-feedback"");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_11.js","28","KIDS_REFERENCE","module.exports = { renderKidsPuzzle11 };","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_12.js","1","KIDS_REFERENCE","function renderKidsPuzzle12(containerId) {","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_12.js","4","KIDS_REFERENCE","throw new Error(""Kids puzzle 12 host not found."");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_12.js","8","KIDS_REFERENCE","<div class=""mindlab-kids-puzzle"">","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_12.js","13","KIDS_REFERENCE","<div id=""mindlab-kids-puzzle-12-feedback""></div>","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_12.js","17","KIDS_REFERENCE","const feedback = host.querySelector(""#mindlab-kids-puzzle-12-feedback"");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_12.js","28","KIDS_REFERENCE","module.exports = { renderKidsPuzzle12 };","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_13.js","1","KIDS_REFERENCE","function renderKidsPuzzle13(containerId) {","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_13.js","4","KIDS_REFERENCE","throw new Error(""Kids puzzle 13 host not found."");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_13.js","8","KIDS_REFERENCE","<div class=""mindlab-kids-puzzle"">","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_13.js","13","KIDS_REFERENCE","<div id=""mindlab-kids-puzzle-13-feedback""></div>","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_13.js","17","KIDS_REFERENCE","const feedback = host.querySelector(""#mindlab-kids-puzzle-13-feedback"");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_13.js","28","KIDS_REFERENCE","module.exports = { renderKidsPuzzle13 };","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_14.js","1","KIDS_REFERENCE","function renderKidsPuzzle14(containerId) {","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_14.js","4","KIDS_REFERENCE","throw new Error(""Kids puzzle 14 host not found."");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_14.js","8","KIDS_REFERENCE","<div class=""mindlab-kids-puzzle"">","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_14.js","13","KIDS_REFERENCE","<div id=""mindlab-kids-puzzle-14-feedback""></div>","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_14.js","17","KIDS_REFERENCE","const feedback = host.querySelector(""#mindlab-kids-puzzle-14-feedback"");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_14.js","28","KIDS_REFERENCE","module.exports = { renderKidsPuzzle14 };","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_15.js","1","KIDS_REFERENCE","function renderKidsPuzzle15(containerId) {","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_15.js","4","KIDS_REFERENCE","throw new Error(""Kids puzzle 15 host not found."");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_15.js","8","KIDS_REFERENCE","<div class=""mindlab-kids-puzzle"">","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_15.js","13","KIDS_REFERENCE","<div id=""mindlab-kids-puzzle-15-feedback""></div>","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_15.js","17","KIDS_REFERENCE","const feedback = host.querySelector(""#mindlab-kids-puzzle-15-feedback"");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_15.js","26","KIDS_REFERENCE","module.exports = { renderKidsPuzzle15 };","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_16.js","1","KIDS_REFERENCE","function renderKidsPuzzle16(containerId) {","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_16.js","6","KIDS_REFERENCE","<div class=""mindlab-kids-puzzle"">","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_16.js","11","KIDS_REFERENCE","<div id=""mindlab-kids-puzzle-16-feedback""></div>","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_16.js","15","KIDS_REFERENCE","const feedback = host.querySelector(""#mindlab-kids-puzzle-16-feedback"");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_16.js","24","KIDS_REFERENCE","module.exports = { renderKidsPuzzle16 };","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_17.js","1","KIDS_REFERENCE","function renderKidsPuzzle17(containerId) {","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_17.js","6","KIDS_REFERENCE","<div class=""mindlab-kids-puzzle"">","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_17.js","11","KIDS_REFERENCE","<div id=""mindlab-kids-puzzle-17-feedback""></div>","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_17.js","15","KIDS_REFERENCE","const feedback = host.querySelector(""#mindlab-kids-puzzle-17-feedback"");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_17.js","24","KIDS_REFERENCE","module.exports = { renderKidsPuzzle17 };","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_18.js","1","KIDS_REFERENCE","function renderKidsPuzzle18(containerId) {","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_18.js","6","KIDS_REFERENCE","<div class=""mindlab-kids-puzzle"">","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_18.js","11","KIDS_REFERENCE","<div id=""mindlab-kids-puzzle-18-feedback""></div>","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_18.js","15","KIDS_REFERENCE","const feedback = host.querySelector(""#mindlab-kids-puzzle-18-feedback"");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_18.js","24","KIDS_REFERENCE","module.exports = { renderKidsPuzzle18 };","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_19.js","1","KIDS_REFERENCE","function renderKidsPuzzle19(containerId) {","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_19.js","6","KIDS_REFERENCE","<div class=""mindlab-kids-puzzle"">","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_19.js","11","KIDS_REFERENCE","<div id=""mindlab-kids-puzzle-19-feedback""></div>","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_19.js","15","KIDS_REFERENCE","const feedback = host.querySelector(""#mindlab-kids-puzzle-19-feedback"");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_19.js","24","KIDS_REFERENCE","module.exports = { renderKidsPuzzle19 };","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_20.js","1","KIDS_REFERENCE","function renderKidsPuzzle20(containerId) {","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_20.js","6","KIDS_REFERENCE","<div class=""mindlab-kids-puzzle"">","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_20.js","11","KIDS_REFERENCE","<div id=""mindlab-kids-puzzle-20-feedback""></div>","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_20.js","15","KIDS_REFERENCE","const feedback = host.querySelector(""#mindlab-kids-puzzle-20-feedback"");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_20.js","24","KIDS_REFERENCE","module.exports = { renderKidsPuzzle20 };","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_21.js","1","KIDS_REFERENCE","function renderKidsPuzzle21(containerId) {","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_21.js","6","KIDS_REFERENCE","<div class=""mindlab-kids-puzzle"">","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_21.js","11","KIDS_REFERENCE","<div id=""mindlab-kids-puzzle-21-feedback""></div>","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_21.js","15","KIDS_REFERENCE","const feedback = host.querySelector(""#mindlab-kids-puzzle-21-feedback"");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_21.js","24","KIDS_REFERENCE","module.exports = { renderKidsPuzzle21 };","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_22.js","1","KIDS_REFERENCE","function renderKidsPuzzle22(containerId) {","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_22.js","6","KIDS_REFERENCE","<div class=""mindlab-kids-puzzle"">","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_22.js","11","KIDS_REFERENCE","<div id=""mindlab-kids-puzzle-22-feedback""></div>","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_22.js","15","KIDS_REFERENCE","const feedback = host.querySelector(""#mindlab-kids-puzzle-22-feedback"");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_22.js","24","KIDS_REFERENCE","module.exports = { renderKidsPuzzle22 };","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_23.js","1","KIDS_REFERENCE","function renderKidsPuzzle23(containerId) {","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_23.js","6","KIDS_REFERENCE","<div class=""mindlab-kids-puzzle"">","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_23.js","11","KIDS_REFERENCE","<div id=""mindlab-kids-puzzle-23-feedback""></div>","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_23.js","15","KIDS_REFERENCE","const feedback = host.querySelector(""#mindlab-kids-puzzle-23-feedback"");","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_23.js","24","KIDS_REFERENCE","module.exports = { renderKidsPuzzle23 };","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_24.js","1","KIDS_REFERENCE","function renderKidsPuzzle24(containerId) {","Review before Adults route placement design."
"frontend/src/ui/mindlab_kids_puzzle_24.js","6","KIDS_REFERENCE","<div class=""mindlab-kids-puzzle"">","Review before Adults route placement design."
