"CertifiedID","EvidenceShellPath","MissingField","IssueType","CurrentValue"
"K-KC04-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K1-B01_evidence.md","PlaytestStatus","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K1-B01_evidence.md","SessionNotes","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K1-B01_evidence.md","ConfusionPoints","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K1-B01_evidence.md","ImprovementNotes","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K1-B01_evidence.md","TelemetryStatus","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K1-B01_evidence.md","CompletionRate","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K1-B01_evidence.md","FirstTrySuccess","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K1-B01_evidence.md","HintUsage","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K1-B01_evidence.md","RetryCount","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K1-B01_evidence.md","ApprovalStatus","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K1-B01_evidence.md","Reviewer","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K1-B01_evidence.md","ReviewDate","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K1-B01_evidence.md","Decision","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K2-B01_evidence.md","ImplementationStatus","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K2-B01_evidence.md","ImplementationNotes","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K2-B01_evidence.md","BuildReferences","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K2-B01_evidence.md","FunctionalQaStatus","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K2-B01_evidence.md","FunctionalQaSummary","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K2-B01_evidence.md","FunctionalQaDefects","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K2-B01_evidence.md","FunctionalQaRetest","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K2-B01_evidence.md","ContentQaStatus","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K2-B01_evidence.md","ContentQaSummary","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K2-B01_evidence.md","WordingResult","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K2-B01_evidence.md","LogicResult","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K2-B01_evidence.md","ProgressionQaStatus","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K2-B01_evidence.md","SequenceReview","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K2-B01_evidence.md","CategoryFit","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K2-B01_evidence.md","StageFit","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K2-B01_evidence.md","PlaytestStatus","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K2-B01_evidence.md","SessionNotes","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K2-B01_evidence.md","ConfusionPoints","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K2-B01_evidence.md","ImprovementNotes","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K2-B01_evidence.md","TelemetryStatus","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K2-B01_evidence.md","CompletionRate","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K2-B01_evidence.md","FirstTrySuccess","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K2-B01_evidence.md","HintUsage","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K2-B01_evidence.md","RetryCount","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K2-B01_evidence.md","ApprovalStatus","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K2-B01_evidence.md","Reviewer","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K2-B01_evidence.md","ReviewDate","MISSING_OR_REQUIRED","REQUIRED"
"K-KC04-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC04-K2-B01_evidence.md","Decision","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K1-B01_evidence.md","ImplementationStatus","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K1-B01_evidence.md","ImplementationNotes","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K1-B01_evidence.md","BuildReferences","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K1-B01_evidence.md","FunctionalQaStatus","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K1-B01_evidence.md","FunctionalQaSummary","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K1-B01_evidence.md","FunctionalQaDefects","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K1-B01_evidence.md","FunctionalQaRetest","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K1-B01_evidence.md","ContentQaStatus","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K1-B01_evidence.md","ContentQaSummary","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K1-B01_evidence.md","WordingResult","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K1-B01_evidence.md","LogicResult","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K1-B01_evidence.md","ProgressionQaStatus","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K1-B01_evidence.md","SequenceReview","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K1-B01_evidence.md","CategoryFit","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K1-B01_evidence.md","StageFit","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K1-B01_evidence.md","PlaytestStatus","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K1-B01_evidence.md","SessionNotes","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K1-B01_evidence.md","ConfusionPoints","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K1-B01_evidence.md","ImprovementNotes","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K1-B01_evidence.md","TelemetryStatus","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K1-B01_evidence.md","CompletionRate","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K1-B01_evidence.md","FirstTrySuccess","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K1-B01_evidence.md","HintUsage","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K1-B01_evidence.md","RetryCount","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K1-B01_evidence.md","ApprovalStatus","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K1-B01_evidence.md","Reviewer","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K1-B01_evidence.md","ReviewDate","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K1-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K1-B01_evidence.md","Decision","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K2-B01_evidence.md","ImplementationStatus","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K2-B01_evidence.md","ImplementationNotes","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K2-B01_evidence.md","BuildReferences","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K2-B01_evidence.md","FunctionalQaStatus","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K2-B01_evidence.md","FunctionalQaSummary","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K2-B01_evidence.md","FunctionalQaDefects","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K2-B01_evidence.md","FunctionalQaRetest","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K2-B01_evidence.md","ContentQaStatus","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K2-B01_evidence.md","ContentQaSummary","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K2-B01_evidence.md","WordingResult","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K2-B01_evidence.md","LogicResult","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K2-B01_evidence.md","ProgressionQaStatus","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K2-B01_evidence.md","SequenceReview","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K2-B01_evidence.md","CategoryFit","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K2-B01_evidence.md","StageFit","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K2-B01_evidence.md","PlaytestStatus","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K2-B01_evidence.md","SessionNotes","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K2-B01_evidence.md","ConfusionPoints","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K2-B01_evidence.md","ImprovementNotes","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K2-B01_evidence.md","TelemetryStatus","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K2-B01_evidence.md","CompletionRate","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K2-B01_evidence.md","FirstTrySuccess","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K2-B01_evidence.md","HintUsage","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K2-B01_evidence.md","RetryCount","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K2-B01_evidence.md","ApprovalStatus","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K2-B01_evidence.md","Reviewer","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K2-B01_evidence.md","ReviewDate","MISSING_OR_REQUIRED","REQUIRED"
"K-KC05-K2-B01","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\06_ux_qa\pilot_evidence\K-KC05-K2-B01_evidence.md","Decision","MISSING_OR_REQUIRED","REQUIRED"
